Rez Class;Seg Arr Port;Seg Dep Port;Demande;ds
L;TOM;BKO;9;2021-11
M;BKO;TOM;12;2021-11
M;TOM;BKO;11;2021-11
N;BKO;TOM;2;2021-11
V;BKO;TOM;14;2021-11
V;TOM;BKO;3;2021-11
Y;BKO;TOM;40;2021-11
Y;TOM;BKO;27;2021-11
B;BKO;GAQ;39;2021-11
B;GAQ;BKO;36;2021-11
C;BKO;GAQ;2;2021-11
D;BKO;GAQ;2;2021-11
D;GAQ;BKO;3;2021-11
L;BKO;GAQ;10;2021-11
L;GAQ;BKO;13;2021-11
M;BKO;GAQ;21;2021-11
M;GAQ;BKO;14;2021-11
V;BKO;GAQ;5;2021-11
V;GAQ;BKO;0;2021-11
Y;BKO;GAQ;39;2021-11
Y;GAQ;BKO;52;2021-11
B;BKO;KYS;35;2021-11
B;KYS;BKO;34;2021-11
C;BKO;KYS;4;2021-11
D;KYS;BKO;4;2021-11
L;BKO;KYS;12;2021-11
L;KYS;BKO;9;2021-11
M;BKO;KYS;21;2021-11
M;KYS;BKO;16;2021-11
N;BKO;KYS;1;2021-11
V;BKO;KYS;2;2021-11
V;KYS;BKO;2;2021-11
Y;BKO;KYS;4;2021-11
Y;KYS;BKO;37;2021-11
B;BKO;GAQ;51;2021-11
B;GAQ;BKO;35;2021-11
C;BKO;GAQ;1;2021-11
C;GAQ;BKO;2;2021-11
D;BKO;GAQ;1;2021-11
D;GAQ;BKO;2;2021-11
L;BKO;GAQ;10;2021-11
L;GAQ;BKO;16;2021-11
M;BKO;GAQ;17;2021-11
M;GAQ;BKO;20;2021-11
V;BKO;GAQ;2;2021-11
V;GAQ;BKO;5;2021-11
Y;BKO;GAQ;31;2021-11
Y;GAQ;BKO;25;2021-11
B;BKO;KYS;37;2021-11
B;KYS;BKO;36;2021-11
D;BKO;KYS;3;2021-11
D;KYS;BKO;4;2021-11
L;BKO;KYS;10;2021-11
L;KYS;BKO;9;2021-11
M;BKO;KYS;20;2021-11
M;KYS;BKO;11;2021-11
V;BKO;KYS;1;2021-11
V;KYS;BKO;3;2021-11
Y;BKO;KYS;8;2021-11
Y;KYS;BKO;39;2021-11
B;BKO;TOM;35;2021-11
B;TOM;BKO;29;2021-11
C;BKO;TOM;1;2021-11
D;BKO;TOM;2;2021-11
L;BKO;TOM;13;2021-11
L;TOM;BKO;9;2021-11
M;BKO;TOM;23;2021-11
M;TOM;BKO;16;2021-11
V;BKO;TOM;4;2021-11
V;TOM;BKO;1;2021-11
Y;BKO;TOM;8;2021-11
Y;TOM;BKO;14;2021-11
B;BKO;GAQ;39;2021-11
B;GAQ;BKO;54;2021-11
C;BKO;GAQ;2;2021-11
C;GAQ;BKO;0;2021-11
D;BKO;GAQ;0;2021-11
D;GAQ;BKO;1;2021-11
L;BKO;GAQ;14;2021-11
L;GAQ;BKO;6;2021-11
M;BKO;GAQ;17;2021-11
M;GAQ;BKO;13;2021-11
N;GAQ;BKO;2;2021-11
V;BKO;GAQ;5;2021-11
V;GAQ;BKO;5;2021-11
Y;BKO;GAQ;49;2021-11
Y;GAQ;BKO;15;2021-11
B;BKO;KYS;46;2021-11
B;KYS;BKO;42;2021-11
C;BKO;KYS;2;2021-11
C;KYS;BKO;4;2021-11
D;BKO;KYS;3;2021-11
D;KYS;BKO;4;2021-11
L;BKO;KYS;11;2021-11
L;KYS;BKO;11;2021-11
M;BKO;KYS;15;2021-11
M;KYS;BKO;16;2021-11
V;BKO;KYS;1;2021-11
V;KYS;BKO;1;2021-11
Y;BKO;KYS;22;2021-11
Y;KYS;BKO;44;2021-11
B;BKO;GAQ;35;2021-11
B;GAQ;BKO;44;2021-11
C;BKO;GAQ;5;2021-11
D;BKO;GAQ;2;2021-11
D;GAQ;BKO;1;2021-11
L;BKO;GAQ;14;2021-11
L;GAQ;BKO;10;2021-11
M;BKO;GAQ;16;2021-11
M;GAQ;BKO;19;2021-11
V;BKO;GAQ;6;2021-11
V;GAQ;BKO;6;2021-11
Y;BKO;GAQ;35;2021-11
Y;GAQ;BKO;19;2021-11
B;BKO;KYS;43;2021-11
B;KYS;BKO;23;2021-11
C;BKO;KYS;0;2021-11
D;BKO;KYS;3;2021-11
D;KYS;BKO;2;2021-11
L;BKO;KYS;5;2021-11
L;KYS;BKO;8;2021-11
M;BKO;KYS;8;2021-11
M;KYS;BKO;14;2021-11
N;BKO;KYS;1;2021-11
N;KYS;BKO;1;2021-11
V;BKO;KYS;3;2021-11
V;KYS;BKO;4;2021-11
Y;BKO;KYS;44;2021-11
Y;KYS;BKO;37;2021-11
B;BKO;TOM;37;2021-11
B;TOM;BKO;33;2021-11
C;TOM;BKO;0;2021-11
D;BKO;TOM;2;2021-11
D;TOM;BKO;2;2021-11
L;BKO;TOM;9;2021-11
L;TOM;BKO;9;2021-11
M;BKO;TOM;25;2021-11
M;TOM;BKO;13;2021-11
V;BKO;TOM;4;2021-11
V;TOM;BKO;1;2021-11
Y;BKO;TOM;21;2021-11
Y;TOM;BKO;18;2021-11
B;BKO;GAQ;43;2021-11
B;GAQ;BKO;38;2021-11
C;BKO;GAQ;4;2021-11
C;GAQ;BKO;7;2021-11
D;BKO;GAQ;1;2021-11
D;GAQ;BKO;0;2021-11
L;BKO;GAQ;14;2021-11
L;GAQ;BKO;6;2021-11
M;BKO;GAQ;19;2021-11
M;GAQ;BKO;15;2021-11
N;GAQ;BKO;2;2021-11
V;BKO;GAQ;2;2021-11
V;GAQ;BKO;6;2021-11
Y;BKO;GAQ;62;2021-11
Y;GAQ;BKO;40;2021-11
B;BKO;KYS;34;2021-11
B;KYS;BKO;52;2021-11
C;BKO;KYS;3;2021-11
D;BKO;KYS;5;2021-11
D;KYS;BKO;1;2021-11
L;BKO;KYS;11;2021-11
L;KYS;BKO;7;2021-11
M;BKO;KYS;11;2021-11
M;KYS;BKO;18;2021-11
N;KYS;BKO;1;2021-11
V;BKO;KYS;2;2021-11
V;KYS;BKO;3;2021-11
Y;BKO;KYS;48;2021-11
Y;KYS;BKO;23;2021-11
B;BKO;GAQ;54;2021-11
B;GAQ;BKO;46;2021-11
D;BKO;GAQ;3;2021-11
I;BKO;GAQ;1;2021-11
L;BKO;GAQ;15;2021-11
L;GAQ;BKO;12;2021-11
M;BKO;GAQ;11;2021-11
M;GAQ;BKO;26;2021-11
V;BKO;GAQ;2;2021-11
V;GAQ;BKO;2;2021-11
Y;BKO;GAQ;23;2021-11
Y;GAQ;BKO;14;2021-11
B;BKO;KYS;30;2021-11
B;KYS;BKO;28;2021-11
C;KYS;BKO;4;2021-11
D;BKO;KYS;1;2021-11
D;KYS;BKO;1;2021-11
L;BKO;KYS;9;2021-11
L;KYS;BKO;10;2021-11
M;BKO;KYS;13;2021-11
M;KYS;BKO;15;2021-11
N;BKO;KYS;1;2021-11
N;KYS;BKO;1;2021-11
V;BKO;KYS;5;2021-11
V;KYS;BKO;3;2021-11
Y;BKO;KYS;18;2021-11
Y;KYS;BKO;42;2021-11
B;BKO;TOM;46;2021-11
B;TOM;BKO;29;2021-11
C;TOM;BKO;4;2021-11
D;BKO;TOM;1;2021-11
D;TOM;BKO;2;2021-11
L;BKO;TOM;15;2021-11
L;TOM;BKO;7;2021-11
M;BKO;TOM;17;2021-11
M;TOM;BKO;15;2021-11
N;TOM;BKO;1;2021-11
V;BKO;TOM;4;2021-11
V;TOM;BKO;5;2021-11
Y;BKO;TOM;4;2021-11
Y;TOM;BKO;39;2021-11
B;BKO;GAQ;60;2021-11
B;GAQ;BKO;64;2021-11
D;BKO;GAQ;1;2021-11
L;BKO;GAQ;13;2021-11
L;GAQ;BKO;10;2021-11
M;BKO;GAQ;18;2021-11
M;GAQ;BKO;16;2021-11
N;BKO;GAQ;1;2021-11
V;BKO;GAQ;7;2021-11
V;GAQ;BKO;4;2021-11
Y;BKO;GAQ;7;2021-11
Y;GAQ;BKO;27;2021-11
B;BKO;KYS;28;2021-11
B;KYS;BKO;28;2021-11
C;BKO;KYS;4;2021-11
C;KYS;BKO;5;2021-11
D;BKO;KYS;3;2021-11
D;KYS;BKO;4;2021-11
L;BKO;KYS;21;2021-11
L;KYS;BKO;27;2021-11
M;BKO;KYS;14;2021-11
M;KYS;BKO;14;2021-11
V;BKO;KYS;12;2021-11
V;KYS;BKO;12;2021-11
Y;BKO;KYS;15;2021-11
Y;KYS;BKO;21;2021-11
B;BKO;GAQ;50;2021-11
B;GAQ;BKO;45;2021-11
C;BKO;GAQ;1;2021-11
C;GAQ;BKO;0;2021-11
D;BKO;GAQ;0;2021-11
D;GAQ;BKO;3;2021-11
L;BKO;GAQ;14;2021-11
L;GAQ;BKO;1;2021-11
M;BKO;GAQ;32;2021-11
M;GAQ;BKO;31;2021-11
N;BKO;GAQ;2;2021-11
V;BKO;GAQ;1;2021-11
V;GAQ;BKO;7;2021-11
Y;BKO;GAQ;1;2021-11
Y;GAQ;BKO;32;2021-11
B;BKO;KYS;37;2021-12
B;BKO;TOM;16;2021-12
B;KYS;BKO;37;2021-12
B;TOM;BKO;14;2021-12
C;KYS;BKO;1;2021-12
D;BKO;KYS;1;2021-12
D;BKO;TOM;0;2021-12
D;KYS;BKO;1;2021-12
L;BKO;KYS;13;2021-12
L;BKO;TOM;11;2021-12
L;KYS;BKO;13;2021-12
L;TOM;BKO;2;2021-12
M;BKO;KYS;18;2021-12
M;BKO;TOM;15;2021-12
M;KYS;BKO;18;2021-12
M;TOM;BKO;27;2021-12
N;BKO;TOM;2;2021-12
N;KYS;BKO;2;2021-12
V;BKO;KYS;15;2021-12
V;BKO;TOM;5;2021-12
V;KYS;BKO;11;2021-12
V;TOM;BKO;5;2021-12
Y;BKO;KYS;1;2021-12
Y;BKO;TOM;42;2021-12
Y;KYS;BKO;26;2021-12
B;BKO;TOM;0;2021-12
B;TOM;BKO;0;2021-12
L;BKO;TOM;0;2021-12
M;BKO;TOM;0;2021-12
M;TOM;BKO;0;2021-12
V;BKO;TOM;0;2021-12
V;TOM;BKO;0;2021-12
B;BKO;GAQ;44;2021-12
B;GAQ;BKO;38;2021-12
C;BKO;GAQ;1;2021-12
C;GAQ;BKO;0;2021-12
D;BKO;GAQ;1;2021-12
D;GAQ;BKO;4;2021-12
L;BKO;GAQ;13;2021-12
L;GAQ;BKO;21;2021-12
M;BKO;GAQ;31;2021-12
M;GAQ;BKO;32;2021-12
N;BKO;GAQ;1;2021-12
V;BKO;GAQ;2;2021-12
Y;BKO;GAQ;11;2021-12
Y;GAQ;BKO;42;2021-12
B;BKO;KYS;28;2021-12
B;KYS;BKO;29;2021-12
C;BKO;KYS;2;2021-12
C;KYS;BKO;7;2021-12
D;BKO;KYS;4;2021-12
D;KYS;BKO;4;2021-12
G;KYS;BKO;8;2021-12
L;BKO;KYS;14;2021-12
L;KYS;BKO;12;2021-12
M;BKO;KYS;24;2021-12
M;KYS;BKO;11;2021-12
N;BKO;KYS;1;2021-12
N;KYS;BKO;1;2021-12
V;BKO;KYS;2;2021-12
V;KYS;BKO;11;2021-12
Y;BKO;KYS;20;2021-12
Y;KYS;BKO;23;2021-12
B;BKO;GAQ;13;2021-12
B;GAQ;BKO;49;2021-12
C;BKO;GAQ;1;2021-12
C;GAQ;BKO;3;2021-12
D;BKO;GAQ;5;2021-12
D;GAQ;BKO;2;2021-12
L;BKO;GAQ;27;2021-12
L;GAQ;BKO;29;2021-12
M;BKO;GAQ;21;2021-12
M;GAQ;BKO;15;2021-12
N;BKO;GAQ;1;2021-12
N;GAQ;BKO;1;2021-12
V;BKO;GAQ;7;2021-12
V;GAQ;BKO;5;2021-12
Y;BKO;GAQ;14;2021-12
Y;GAQ;BKO;3;2021-12
B;BKO;KYS;26;2021-12
B;BKO;TOM;28;2021-12
B;KYS;BKO;25;2021-12
B;TOM;BKO;27;2021-12
C;KYS;BKO;7;2021-12
D;BKO;KYS;1;2021-12
D;KYS;BKO;3;2021-12
D;TOM;BKO;3;2021-12
G;KYS;BKO;2;2021-12
L;BKO;KYS;9;2021-12
L;BKO;TOM;16;2021-12
L;KYS;BKO;11;2021-12
L;TOM;BKO;20;2021-12
M;BKO;KYS;25;2021-12
M;BKO;TOM;21;2021-12
M;KYS;BKO;19;2021-12
M;TOM;BKO;12;2021-12
N;BKO;KYS;2;2021-12
N;BKO;TOM;1;2021-12
N;KYS;BKO;1;2021-12
N;TOM;BKO;1;2021-12
V;BKO;KYS;14;2021-12
V;BKO;TOM;6;2021-12
V;KYS;BKO;13;2021-12
V;TOM;BKO;2;2021-12
Y;BKO;KYS;17;2021-12
Y;BKO;TOM;9;2021-12
Y;KYS;BKO;28;2021-12
Y;TOM;BKO;28;2021-12
L;BKO;TOM;0;2021-12
L;TOM;BKO;0;2021-12
V;BKO;TOM;0;2021-12
B;BKO;GAQ;42;2021-12
B;GAQ;BKO;45;2021-12
C;BKO;GAQ;1;2021-12
C;GAQ;BKO;2;2021-12
D;BKO;GAQ;2;2021-12
D;GAQ;BKO;2;2021-12
L;BKO;GAQ;27;2021-12
L;GAQ;BKO;27;2021-12
M;BKO;GAQ;25;2021-12
M;GAQ;BKO;20;2021-12
N;BKO;GAQ;1;2021-12
V;BKO;GAQ;5;2021-12
V;GAQ;BKO;4;2021-12
Y;BKO;GAQ;33;2021-12
Y;GAQ;BKO;22;2021-12
B;BKO;KYS;36;2021-12
B;KYS;BKO;29;2021-12
C;BKO;KYS;1;2021-12
C;KYS;BKO;0;2021-12
D;BKO;KYS;4;2021-12
D;KYS;BKO;4;2021-12
G;BKO;KYS;2;2021-12
L;BKO;KYS;8;2021-12
L;KYS;BKO;21;2021-12
M;BKO;KYS;15;2021-12
M;KYS;BKO;16;2021-12
N;KYS;BKO;1;2021-12
V;BKO;KYS;17;2021-12
V;KYS;BKO;2;2021-12
Y;BKO;KYS;22;2021-12
Y;KYS;BKO;27;2021-12
B;BKO;GAQ;41;2021-12
B;GAQ;BKO;47;2021-12
C;BKO;GAQ;2;2021-12
D;BKO;GAQ;3;2021-12
D;GAQ;BKO;1;2021-12
L;BKO;GAQ;17;2021-12
L;GAQ;BKO;27;2021-12
M;BKO;GAQ;22;2021-12
M;GAQ;BKO;17;2021-12
N;BKO;GAQ;1;2021-12
V;BKO;GAQ;18;2021-12
V;GAQ;BKO;5;2021-12
Y;BKO;GAQ;16;2021-12
Y;GAQ;BKO;21;2021-12
B;BKO;KYS;29;2021-12
B;BKO;TOM;38;2021-12
B;KYS;BKO;30;2021-12
B;TOM;BKO;38;2021-12
C;BKO;KYS;1;2021-12
C;KYS;BKO;3;2021-12
C;TOM;BKO;0;2021-12
D;BKO;KYS;6;2021-12
D;BKO;TOM;5;2021-12
D;KYS;BKO;4;2021-12
D;TOM;BKO;2;2021-12
L;BKO;KYS;7;2021-12
L;BKO;TOM;12;2021-12
L;KYS;BKO;18;2021-12
L;TOM;BKO;21;2021-12
M;BKO;KYS;29;2021-12
M;BKO;TOM;25;2021-12
M;KYS;BKO;19;2021-12
M;TOM;BKO;17;2021-12
N;BKO;KYS;1;2021-12
V;BKO;KYS;8;2021-12
V;BKO;TOM;6;2021-12
V;KYS;BKO;6;2021-12
V;TOM;BKO;1;2021-12
Y;BKO;KYS;41;2021-12
Y;BKO;TOM;9;2021-12
Y;KYS;BKO;28;2021-12
V;BKO;TOM;0;2021-12
B;BKO;GAQ;0;2021-12
B;GAQ;BKO;0;2021-12
C;GAQ;BKO;0;2021-12
L;BKO;GAQ;0;2021-12
L;GAQ;BKO;0;2021-12
M;BKO;GAQ;0;2021-12
M;GAQ;BKO;0;2021-12
V;BKO;GAQ;0;2021-12
V;GAQ;BKO;0;2021-12
Y;BKO;GAQ;0;2021-12
B;BKO;GAQ;44;2021-12
B;BKO;KYS;33;2021-12
B;GAQ;BKO;38;2021-12
B;KYS;BKO;27;2021-12
C;BKO;GAQ;4;2021-12
C;BKO;KYS;9;2021-12
C;KYS;BKO;8;2021-12
D;BKO;GAQ;4;2021-12
D;BKO;KYS;2;2021-12
D;GAQ;BKO;2;2021-12
D;KYS;BKO;2;2021-12
G;BKO;KYS;8;2021-12
L;BKO;GAQ;18;2021-12
L;BKO;KYS;18;2021-12
L;GAQ;BKO;29;2021-12
L;KYS;BKO;26;2021-12
M;BKO;GAQ;11;2021-12
M;BKO;KYS;22;2021-12
M;GAQ;BKO;12;2021-12
M;KYS;BKO;15;2021-12
N;BKO;KYS;1;2021-12
N;GAQ;BKO;2;2021-12
N;KYS;BKO;4;2021-12
V;BKO;GAQ;14;2021-12
V;BKO;KYS;6;2021-12
V;GAQ;BKO;11;2021-12
V;KYS;BKO;2;2021-12
Y;BKO;GAQ;47;2021-12
Y;BKO;KYS;26;2021-12
Y;GAQ;BKO;45;2021-12
Y;KYS;BKO;32;2021-12
B;BKO;GAQ;37;2021-12
B;GAQ;BKO;28;2021-12
C;BKO;GAQ;6;2021-12
C;GAQ;BKO;0;2021-12
D;BKO;GAQ;4;2021-12
D;GAQ;BKO;5;2021-12
L;BKO;GAQ;16;2021-12
L;GAQ;BKO;28;2021-12
M;BKO;GAQ;24;2021-12
M;GAQ;BKO;24;2021-12
N;GAQ;BKO;1;2021-12
V;BKO;GAQ;17;2021-12
V;GAQ;BKO;7;2021-12
Y;BKO;GAQ;8;2021-12
Y;GAQ;BKO;13;2021-12
B;BKO;KYS;6;2021-12
B;BKO;TOM;8;2021-12
B;KYS;BKO;18;2021-12
B;TOM;BKO;24;2021-12
C;BKO;KYS;7;2021-12
C;BKO;TOM;3;2021-12
C;KYS;BKO;8;2021-12
C;TOM;BKO;1;2021-12
D;BKO;KYS;6;2021-12
D;BKO;TOM;5;2021-12
D;KYS;BKO;4;2021-12
D;TOM;BKO;6;2021-12
L;BKO;KYS;19;2021-12
L;BKO;TOM;16;2021-12
L;KYS;BKO;16;2021-12
L;TOM;BKO;19;2021-12
M;BKO;KYS;18;2021-12
M;BKO;TOM;20;2021-12
M;KYS;BKO;19;2021-12
M;TOM;BKO;18;2021-12
N;BKO;KYS;1;2021-12
N;TOM;BKO;1;2021-12
V;BKO;KYS;7;2021-12
V;BKO;TOM;5;2021-12
V;KYS;BKO;10;2021-12
V;TOM;BKO;8;2021-12
Y;BKO;KYS;48;2021-12
Y;BKO;TOM;50;2021-12
Y;KYS;BKO;33;2021-12
Y;TOM;BKO;12;2021-12
V;TOM;BKO;0;2021-12
B;BKO;GAQ;39;2021-12
B;GAQ;BKO;25;2021-12
C;BKO;GAQ;2;2021-12
C;GAQ;BKO;2;2021-12
D;BKO;GAQ;1;2021-12
D;GAQ;BKO;2;2021-12
L;BKO;GAQ;21;2021-12
L;GAQ;BKO;18;2021-12
M;BKO;GAQ;22;2021-12
M;GAQ;BKO;22;2021-12
N;GAQ;BKO;1;2021-12
V;BKO;GAQ;11;2021-12
V;GAQ;BKO;14;2021-12
Y;BKO;GAQ;44;2021-12
Y;GAQ;BKO;53;2021-12
B;BKO;KYS;47;2021-12
B;KYS;BKO;29;2021-12
C;KYS;BKO;1;2021-12
D;BKO;KYS;3;2021-12
D;KYS;BKO;3;2021-12
L;BKO;KYS;19;2021-12
L;KYS;BKO;11;2021-12
M;BKO;KYS;17;2021-12
M;KYS;BKO;31;2021-12
N;BKO;KYS;1;2021-12
V;BKO;KYS;4;2021-12
V;KYS;BKO;5;2021-12
Y;BKO;KYS;12;2021-12
Y;KYS;BKO;30;2021-12
B;BKO;GAQ;44;2021-12
B;GAQ;BKO;42;2021-12
C;BKO;GAQ;3;2021-12
C;GAQ;BKO;4;2021-12
D;BKO;GAQ;3;2021-12
D;GAQ;BKO;2;2021-12
I;GAQ;BKO;1;2021-12
L;BKO;GAQ;26;2021-12
L;GAQ;BKO;18;2021-12
M;BKO;GAQ;15;2021-12
M;GAQ;BKO;19;2021-12
N;BKO;GAQ;1;2021-12
N;GAQ;BKO;3;2021-12
V;BKO;GAQ;8;2021-12
V;GAQ;BKO;18;2021-12
Y;BKO;GAQ;11;2021-12
Y;GAQ;BKO;17;2021-12
B;BKO;KYS;33;2021-12
B;BKO;TOM;34;2021-12
B;KYS;BKO;38;2021-12
B;TOM;BKO;27;2021-12
C;BKO;KYS;3;2021-12
C;BKO;TOM;1;2021-12
C;KYS;BKO;6;2021-12
C;TOM;BKO;1;2021-12
D;BKO;KYS;6;2021-12
D;BKO;TOM;5;2021-12
D;KYS;BKO;2;2021-12
D;TOM;BKO;3;2021-12
L;BKO;KYS;19;2021-12
L;BKO;TOM;23;2021-12
L;KYS;BKO;16;2021-12
L;TOM;BKO;19;2021-12
M;BKO;KYS;11;2021-12
M;BKO;TOM;19;2021-12
M;KYS;BKO;17;2021-12
M;TOM;BKO;21;2021-12
N;BKO;KYS;1;2021-12
V;BKO;KYS;7;2021-12
V;BKO;TOM;7;2021-12
V;KYS;BKO;4;2021-12
V;TOM;BKO;8;2021-12
Y;BKO;KYS;47;2021-12
Y;BKO;TOM;12;2021-12
Y;KYS;BKO;27;2021-12
Y;TOM;BKO;1;2021-12
B;BKO;GAQ;35;2021-12
B;GAQ;BKO;62;2021-12
C;BKO;GAQ;2;2021-12
D;BKO;GAQ;3;2021-12
D;GAQ;BKO;1;2021-12
L;BKO;GAQ;19;2021-12
L;GAQ;BKO;15;2021-12
M;BKO;GAQ;18;2021-12
M;GAQ;BKO;4;2021-12
N;BKO;GAQ;3;2021-12
V;BKO;GAQ;13;2021-12
V;BKO;TOM;0;2021-12
V;GAQ;BKO;8;2021-12
Y;GAQ;BKO;10;2021-12
L;BKO;GAQ;0;2022-1
L;GAQ;BKO;0;2022-1
M;BKO;GAQ;0;2022-1
M;GAQ;BKO;0;2022-1
V;BKO;GAQ;0;2022-1
V;GAQ;BKO;0;2022-1
B;BKO;KYS;52;2022-1
B;KYS;BKO;39;2022-1
D;BKO;KYS;0;2022-1
D;KYS;BKO;0;2022-1
L;BKO;KYS;23;2022-1
L;KYS;BKO;27;2022-1
M;BKO;KYS;23;2022-1
M;KYS;BKO;14;2022-1
V;BKO;KYS;3;2022-1
V;KYS;BKO;0;2022-1
Y;KYS;BKO;1;2022-1
B;BKO;GAQ;38;2022-1
B;GAQ;BKO;44;2022-1
C;BKO;GAQ;4;2022-1
C;GAQ;BKO;10;2022-1
D;BKO;GAQ;5;2022-1
D;GAQ;BKO;1;2022-1
L;BKO;GAQ;18;2022-1
L;GAQ;BKO;19;2022-1
M;BKO;GAQ;29;2022-1
M;GAQ;BKO;20;2022-1
V;BKO;GAQ;19;2022-1
V;GAQ;BKO;18;2022-1
Y;BKO;GAQ;3;2022-1
B;BKO;KYS;28;2022-1
B;BKO;TOM;12;2022-1
B;KYS;BKO;32;2022-1
B;TOM;BKO;31;2022-1
C;BKO;TOM;0;2022-1
C;KYS;BKO;4;2022-1
C;TOM;BKO;1;2022-1
D;BKO;KYS;4;2022-1
D;BKO;TOM;0;2022-1
D;KYS;BKO;4;2022-1
D;TOM;BKO;2;2022-1
L;BKO;KYS;19;2022-1
L;BKO;TOM;20;2022-1
L;KYS;BKO;21;2022-1
L;TOM;BKO;12;2022-1
M;BKO;KYS;14;2022-1
M;BKO;TOM;20;2022-1
M;KYS;BKO;14;2022-1
M;TOM;BKO;22;2022-1
N;BKO;KYS;1;2022-1
V;BKO;KYS;3;2022-1
V;BKO;TOM;7;2022-1
V;KYS;BKO;11;2022-1
V;TOM;BKO;7;2022-1
Y;BKO;KYS;16;2022-1
Y;BKO;TOM;0;2022-1
Y;KYS;BKO;13;2022-1
Y;TOM;BKO;3;2022-1
B;BKO;GAQ;41;2022-1
B;GAQ;BKO;35;2022-1
C;GAQ;BKO;3;2022-1
D;BKO;GAQ;2;2022-1
D;GAQ;BKO;4;2022-1
L;BKO;GAQ;19;2022-1
L;GAQ;BKO;19;2022-1
M;BKO;GAQ;19;2022-1
M;GAQ;BKO;23;2022-1
N;GAQ;BKO;3;2022-1
V;BKO;GAQ;16;2022-1
V;GAQ;BKO;17;2022-1
Y;BKO;GAQ;2;2022-1
Y;GAQ;BKO;42;2022-1
B;BKO;KYS;34;2022-1
B;KYS;BKO;20;2022-1
C;BKO;KYS;6;2022-1
C;KYS;BKO;7;2022-1
D;KYS;BKO;3;2022-1
L;BKO;KYS;18;2022-1
L;KYS;BKO;21;2022-1
M;BKO;KYS;17;2022-1
M;KYS;BKO;10;2022-1
N;KYS;BKO;1;2022-1
V;BKO;KYS;3;2022-1
V;KYS;BKO;6;2022-1
Y;BKO;KYS;24;2022-1
Y;KYS;BKO;39;2022-1
B;BKO;GAQ;12;2022-1
B;GAQ;BKO;45;2022-1
C;GAQ;BKO;6;2022-1
D;GAQ;BKO;3;2022-1
L;BKO;GAQ;21;2022-1
L;GAQ;BKO;17;2022-1
M;BKO;GAQ;21;2022-1
M;GAQ;BKO;25;2022-1
V;BKO;GAQ;18;2022-1
V;GAQ;BKO;13;2022-1
Y;BKO;GAQ;12;2022-1
Y;GAQ;BKO;7;2022-1
B;BKO;KYS;24;2022-1
B;BKO;TOM;29;2022-1
B;KYS;BKO;20;2022-1
B;TOM;BKO;33;2022-1
C;BKO;KYS;5;2022-1
C;KYS;BKO;5;2022-1
D;BKO;KYS;6;2022-1
D;BKO;TOM;0;2022-1
D;KYS;BKO;1;2022-1
D;TOM;BKO;2;2022-1
L;BKO;KYS;24;2022-1
L;BKO;TOM;21;2022-1
L;KYS;BKO;13;2022-1
L;TOM;BKO;20;2022-1
M;BKO;KYS;20;2022-1
M;BKO;TOM;17;2022-1
M;KYS;BKO;10;2022-1
M;TOM;BKO;19;2022-1
V;BKO;KYS;6;2022-1
V;BKO;TOM;8;2022-1
V;KYS;BKO;5;2022-1
V;TOM;BKO;3;2022-1
Y;BKO;KYS;22;2022-1
Y;BKO;TOM;16;2022-1
Y;KYS;BKO;29;2022-1
Y;TOM;BKO;12;2022-1
V;TOM;BKO;0;2022-1
B;BKO;GAQ;28;2022-1
B;GAQ;BKO;37;2022-1
C;BKO;GAQ;4;2022-1
C;GAQ;BKO;2;2022-1
D;BKO;GAQ;1;2022-1
D;GAQ;BKO;0;2022-1
L;BKO;GAQ;18;2022-1
L;GAQ;BKO;21;2022-1
M;BKO;GAQ;20;2022-1
M;GAQ;BKO;19;2022-1
N;GAQ;BKO;1;2022-1
V;BKO;GAQ;17;2022-1
V;GAQ;BKO;16;2022-1
Y;GAQ;BKO;32;2022-1
B;BKO;KYS;17;2022-1
B;KYS;BKO;26;2022-1
D;BKO;KYS;2;2022-1
D;KYS;BKO;3;2022-1
L;BKO;KYS;12;2022-1
L;KYS;BKO;13;2022-1
M;BKO;KYS;21;2022-1
M;KYS;BKO;12;2022-1
V;BKO;KYS;5;2022-1
V;KYS;BKO;7;2022-1
Y;KYS;BKO;30;2022-1
B;BKO;GAQ;35;2022-1
B;GAQ;BKO;41;2022-1
C;BKO;GAQ;2;2022-1
D;BKO;GAQ;4;2022-1
D;GAQ;BKO;1;2022-1
L;BKO;GAQ;12;2022-1
L;GAQ;BKO;13;2022-1
M;BKO;GAQ;27;2022-1
M;GAQ;BKO;21;2022-1
V;BKO;GAQ;16;2022-1
V;GAQ;BKO;20;2022-1
Y;BKO;GAQ;21;2022-1
B;BKO;KYS;17;2022-1
B;BKO;TOM;20;2022-1
B;KYS;BKO;32;2022-1
B;TOM;BKO;29;2022-1
C;BKO;TOM;2;2022-1
C;TOM;BKO;1;2022-1
D;BKO;TOM;5;2022-1
D;KYS;BKO;2;2022-1
D;TOM;BKO;4;2022-1
L;BKO;KYS;18;2022-1
L;BKO;TOM;18;2022-1
L;KYS;BKO;7;2022-1
L;TOM;BKO;20;2022-1
M;BKO;KYS;24;2022-1
M;BKO;TOM;19;2022-1
M;KYS;BKO;14;2022-1
M;TOM;BKO;15;2022-1
N;TOM;BKO;4;2022-1
V;BKO;KYS;4;2022-1
V;BKO;TOM;6;2022-1
V;KYS;BKO;4;2022-1
