Rez Class;Seg Arr Port;Seg Dep Port;Demande;ds
L;BKO;KYS;10;2023-7
L;KYS;BKO;0;2023-7
M;BKO;KYS;10;2023-7
M;KYS;BKO;26;2023-7
N;KYS;BKO;3;2023-7
V;BKO;KYS;12;2023-7
V;KYS;BKO;4;2023-7
Y;BKO;KYS;11;2023-7
Y;KYS;BKO;54;2023-7
;BKO;KYS;0;2023-7
B;BKO;TOM;4;2023-7
B;GAQ;BKO;0;2023-7
B;TOM;BKO;16;2023-7
D;BKO;TOM;1;2023-7
D;TOM;BKO;1;2023-7
L;BKO;TOM;5;2023-7
L;GAQ;BKO;0;2023-7
L;TOM;BKO;5;2023-7
M;BKO;TOM;10;2023-7
M;TOM;BKO;5;2023-7
V;BKO;GAQ;0;2023-7
V;BKO;TOM;22;2023-7
V;GAQ;BKO;0;2023-7
V;TOM;BKO;20;2023-7
Y;BKO;TOM;19;2023-7
Y;TOM;BKO;16;2023-7
;BKO;GAQ;0;2023-7
B;BKO;GAQ;5;2023-7
B;GAQ;BKO;33;2023-7
C;GAQ;BKO;6;2023-7
D;BKO;GAQ;4;2023-7
D;GAQ;BKO;4;2023-7
L;BKO;GAQ;11;2023-7
L;GAQ;BKO;3;2023-7
M;BKO;GAQ;8;2023-7
M;GAQ;BKO;3;2023-7
V;BKO;GAQ;16;2023-7
V;GAQ;BKO;47;2023-7
Y;BKO;GAQ;0;2023-7
Y;GAQ;BKO;11;2023-7
B;BKO;GAQ;60;2023-7
B;GAQ;BKO;15;2023-7
D;BKO;GAQ;1;2023-7
D;GAQ;BKO;1;2023-7
L;BKO;GAQ;33;2023-7
L;GAQ;BKO;12;2023-7
M;GAQ;BKO;36;2023-7
N;BKO;GAQ;1;2023-7
V;BKO;GAQ;2;2023-7
V;GAQ;BKO;6;2023-7
Y;BKO;GAQ;4;2023-7
Y;GAQ;BKO;24;2023-7
;GAQ;BKO;0;2023-7
B;BKO;KYS;35;2023-7
B;KYS;BKO;17;2023-7
C;BKO;KYS;0;2023-7
C;KYS;BKO;5;2023-7
D;BKO;KYS;1;2023-7
D;KYS;BKO;2;2023-7
L;BKO;KYS;11;2023-7
L;KYS;BKO;27;2023-7
M;BKO;KYS;36;2023-7
M;KYS;BKO;25;2023-7
N;KYS;BKO;3;2023-7
V;BKO;KYS;15;2023-7
V;KYS;BKO;10;2023-7
Y;BKO;KYS;28;2023-7
Y;KYS;BKO;60;2023-7
B;BKO;TOM;4;2023-7
B;GAQ;BKO;27;2023-7
B;TOM;BKO;19;2023-7
D;TOM;BKO;2;2023-7
G;BKO;GAQ;0;2023-7
L;BKO;GAQ;28;2023-7
L;BKO;TOM;3;2023-7
L;GAQ;BKO;17;2023-7
L;TOM;BKO;19;2023-7
M;BKO;GAQ;14;2023-7
M;BKO;TOM;35;2023-7
M;GAQ;BKO;21;2023-7
M;TOM;BKO;8;2023-7
N;BKO;GAQ;1;2023-7
N;GAQ;BKO;1;2023-7
V;BKO;GAQ;28;2023-7
V;BKO;TOM;13;2023-7
V;GAQ;BKO;3;2023-7
V;TOM;BKO;9;2023-7
Y;BKO;GAQ;1;2023-7
Y;BKO;TOM;1;2023-7
Y;GAQ;BKO;8;2023-7
Y;TOM;BKO;21;2023-7
;GAQ;BKO;0;2023-7
;TOM;BKO;0;2023-7
L;BKO;GAQ;0;2023-7
L;GAQ;BKO;0;2023-7
M;BKO;GAQ;0;2023-7
M;GAQ;BKO;0;2023-7
V;BKO;GAQ;0;2023-7
V;GAQ;BKO;0;2023-7
B;BKO;KYS;21;2023-7
B;KYS;BKO;15;2023-7
C;BKO;KYS;6;2023-7
C;KYS;BKO;4;2023-7
D;BKO;KYS;6;2023-7
D;KYS;BKO;7;2023-7
L;BKO;KYS;9;2023-7
L;BKO;TOM;0;2023-7
L;KYS;BKO;2;2023-7
L;TOM;BKO;0;2023-7
M;BKO;KYS;1;2023-7
M;KYS;BKO;39;2023-7
N;BKO;KYS;2;2023-7
N;KYS;BKO;3;2023-7
V;BKO;KYS;15;2023-7
V;BKO;TOM;0;2023-7
V;KYS;BKO;5;2023-7
V;TOM;BKO;0;2023-7
Y;BKO;KYS;46;2023-7
Y;KYS;BKO;35;2023-7
;KYS;BKO;0;2023-7
B;TOM;BKO;2;2023-7
L;BKO;TOM;22;2023-7
L;GAQ;BKO;0;2023-7
L;TOM;BKO;12;2023-7
M;BKO;TOM;23;2023-7
M;TOM;BKO;24;2023-7
V;BKO;TOM;12;2023-7
V;GAQ;BKO;0;2023-7
V;TOM;BKO;13;2023-7
;TOM;BKO;0;2023-7
B;GAQ;BKO;18;2023-7
D;BKO;GAQ;1;2023-7
D;GAQ;BKO;1;2023-7
L;BKO;GAQ;15;2023-7
L;GAQ;BKO;3;2023-7
M;BKO;GAQ;3;2023-7
M;GAQ;BKO;23;2023-7
V;BKO;GAQ;18;2023-7
V;GAQ;BKO;17;2023-7
Y;GAQ;BKO;4;2023-7
B;BKO;GAQ;1;2023-7
B;GAQ;BKO;14;2023-7
D;BKO;GAQ;1;2023-7
D;GAQ;BKO;2;2023-7
L;BKO;GAQ;22;2023-7
L;GAQ;BKO;16;2023-7
M;BKO;GAQ;43;2023-7
M;GAQ;BKO;5;2023-7
V;BKO;GAQ;8;2023-7
V;GAQ;BKO;6;2023-7
Y;GAQ;BKO;21;2023-7
;BKO;GAQ;0;2023-7
B;BKO;KYS;34;2023-7
B;KYS;BKO;39;2023-7
C;BKO;KYS;9;2023-7
C;KYS;BKO;2;2023-7
D;BKO;KYS;3;2023-7
D;KYS;BKO;4;2023-7
L;BKO;KYS;21;2023-7
L;KYS;BKO;6;2023-7
M;BKO;KYS;11;2023-7
M;KYS;BKO;20;2023-7
N;BKO;KYS;1;2023-7
N;KYS;BKO;2;2023-7
V;BKO;KYS;23;2023-7
V;KYS;BKO;15;2023-7
Y;BKO;KYS;12;2023-7
Y;KYS;BKO;18;2023-7
B;TOM;BKO;26;2023-7
D;BKO;TOM;1;2023-7
L;BKO;TOM;1;2023-7
L;TOM;BKO;2;2023-7
M;BKO;TOM;24;2023-7
M;TOM;BKO;14;2023-7
N;BKO;TOM;1;2023-7
V;BKO;TOM;3;2023-7
V;TOM;BKO;5;2023-7
Y;TOM;BKO;1;2023-7
;BKO;TOM;0;2023-7
B;BKO;GAQ;4;2023-8
B;GAQ;BKO;42;2023-8
D;BKO;GAQ;0;2023-8
D;GAQ;BKO;3;2023-8
L;BKO;GAQ;8;2023-8
L;GAQ;BKO;17;2023-8
M;BKO;GAQ;11;2023-8
M;GAQ;BKO;8;2023-8
N;BKO;GAQ;1;2023-8
N;GAQ;BKO;1;2023-8
V;BKO;GAQ;29;2023-8
V;GAQ;BKO;13;2023-8
Y;BKO;GAQ;33;2023-8
Y;GAQ;BKO;13;2023-8
;GAQ;BKO;0;2023-8
B;KYS;BKO;3;2023-8
C;BKO;KYS;5;2023-8
C;KYS;BKO;2;2023-8
D;BKO;KYS;7;2023-8
D;KYS;BKO;5;2023-8
L;BKO;KYS;48;2023-8
L;KYS;BKO;14;2023-8
M;BKO;KYS;3;2023-8
M;KYS;BKO;16;2023-8
N;BKO;KYS;3;2023-8
V;BKO;KYS;33;2023-8
V;KYS;BKO;27;2023-8
Y;BKO;KYS;25;2023-8
Y;KYS;BKO;34;2023-8
;BKO;KYS;0;2023-8
B;GAQ;BKO;0;2023-8
L;BKO;GAQ;0;2023-8
L;GAQ;BKO;0;2023-8
V;BKO;GAQ;0;2023-8
V;BKO;TOM;0;2023-8
V;GAQ;BKO;0;2023-8
V;GAQ;TOM;0;2023-8
V;TOM;BKO;0;2023-8
L;BKO;GAQ;0;2023-8
L;GAQ;BKO;0;2023-8
V;BKO;GAQ;0;2023-8
V;BKO;KYS;0;2023-8
V;GAQ;BKO;0;2023-8
B;BKO;GAQ;16;2023-8
B;GAQ;BKO;1;2023-8
C;BKO;GAQ;4;2023-8
C;GAQ;BKO;7;2023-8
D;BKO;GAQ;2;2023-8
D;GAQ;BKO;1;2023-8
L;BKO;GAQ;33;2023-8
L;GAQ;BKO;15;2023-8
M;BKO;GAQ;8;2023-8
M;GAQ;BKO;11;2023-8
N;BKO;GAQ;1;2023-8
V;BKO;GAQ;75;2023-8
V;GAQ;BKO;96;2023-8
Y;BKO;GAQ;11;2023-8
Y;GAQ;BKO;15;2023-8
B;BKO;KYS;29;2023-8
B;KYS;BKO;40;2023-8
D;BKO;KYS;3;2023-8
L;BKO;KYS;41;2023-8
L;KYS;BKO;32;2023-8
M;BKO;KYS;20;2023-8
M;KYS;BKO;14;2023-8
N;KYS;BKO;1;2023-8
V;BKO;KYS;36;2023-8
V;KYS;BKO;55;2023-8
Y;KYS;BKO;1;2023-8
B;TOM;BKO;7;2023-8
C;TOM;BKO;1;2023-8
D;TOM;BKO;1;2023-8
L;BKO;TOM;26;2023-8
L;TOM;BKO;4;2023-8
M;BKO;TOM;2;2023-8
M;TOM;BKO;3;2023-8
N;BKO;TOM;1;2023-8
N;TOM;BKO;3;2023-8
V;BKO;TOM;34;2023-8
V;TOM;BKO;40;2023-8
Y;TOM;BKO;16;2023-8
;TOM;BKO;0;2023-8
B;BKO;GAQ;4;2023-8
B;GAQ;BKO;8;2023-8
C;GAQ;BKO;2;2023-8
D;BKO;GAQ;3;2023-8
D;GAQ;BKO;1;2023-8
L;BKO;GAQ;19;2023-8
L;GAQ;BKO;39;2023-8
M;BKO;GAQ;3;2023-8
M;GAQ;BKO;16;2023-8
N;BKO;GAQ;2;2023-8
V;BKO;GAQ;59;2023-8
V;GAQ;BKO;46;2023-8
Y;BKO;GAQ;2;2023-8
Y;GAQ;BKO;8;2023-8
;GAQ;BKO;0;2023-8
B;BKO;KYS;10;2023-8
B;KYS;BKO;0;2023-8
C;KYS;BKO;2;2023-8
D;BKO;KYS;1;2023-8
D;KYS;BKO;4;2023-8
L;BKO;KYS;35;2023-8
L;KYS;BKO;37;2023-8
M;BKO;KYS;5;2023-8
M;KYS;BKO;4;2023-8
V;BKO;KYS;45;2023-8
V;KYS;BKO;60;2023-8
Y;BKO;KYS;13;2023-8
Y;KYS;BKO;3;2023-8
;KYS;BKO;0;2023-8
L;BKO;GAQ;0;2023-8
L;BKO;TOM;0;2023-8
L;TOM;BKO;0;2023-8
V;BKO;GAQ;0;2023-8
V;GAQ;BKO;0;2023-8
Y;GAQ;BKO;0;2023-8
C;TOM;BKO;1;2023-8
D;BKO;GAQ;1;2023-8
D;BKO;TOM;2;2023-8
D;GAQ;BKO;0;2023-8
D;GAQ;TOM;0;2023-8
D;TOM;BKO;1;2023-8
L;BKO;GAQ;9;2023-8
L;BKO;TOM;13;2023-8
L;GAQ;BKO;11;2023-8
L;TOM;BKO;8;2023-8
M;TOM;BKO;1;2023-8
N;BKO;TOM;6;2023-8
V;BKO;GAQ;40;2023-8
V;BKO;TOM;42;2023-8
V;GAQ;BKO;40;2023-8
V;TOM;BKO;51;2023-8
Y;BKO;TOM;32;2023-8
Y;GAQ;BKO;1;2023-8
;BKO;TOM;0;2023-8
B;BKO;GAQ;20;2023-8
D;BKO;GAQ;2;2023-8
D;GAQ;BKO;3;2023-8
L;BKO;GAQ;39;2023-8
L;GAQ;BKO;14;2023-8
M;BKO;GAQ;8;2023-8
N;GAQ;BKO;2;2023-8
V;BKO;GAQ;65;2023-8
V;GAQ;BKO;84;2023-8
Y;BKO;GAQ;0;2023-8
;BKO;GAQ;0;2023-8
;GAQ;BKO;0;2023-8
B;BKO;KYS;20;2023-8
B;KYS;BKO;0;2023-8
C;BKO;KYS;4;2023-8
C;KYS;BKO;1;2023-8
D;BKO;KYS;4;2023-8
D;KYS;BKO;1;2023-8
L;BKO;KYS;37;2023-8
L;KYS;BKO;63;2023-8
M;BKO;KYS;21;2023-8
M;KYS;BKO;3;2023-8
V;BKO;KYS;60;2023-8
V;KYS;BKO;60;2023-8
Y;BKO;KYS;5;2023-8
L;BKO;TOM;0;2023-8
L;TOM;BKO;0;2023-8
M;TOM;BKO;0;2023-8
V;TOM;BKO;0;2023-8
B;BKO;GAQ;1;2023-8
B;GAQ;BKO;1;2023-8
B;TOM;BKO;0;2023-8
C;BKO;GAQ;0;2023-8
C;BKO;TOM;0;2023-8
C;GAQ;BKO;1;2023-8
D;BKO;GAQ;0;2023-8
D;BKO;TOM;1;2023-8
D;GAQ;BKO;2;2023-8
L;BKO;GAQ;11;2023-8
L;BKO;TOM;9;2023-8
L;GAQ;BKO;25;2023-8
L;GAQ;TOM;2;2023-8
L;TOM;BKO;9;2023-8
M;BKO;TOM;3;2023-8
M;TOM;BKO;1;2023-8
N;BKO;TOM;2;2023-8
V;BKO;GAQ;67;2023-8
V;BKO;TOM;37;2023-8
V;GAQ;BKO;54;2023-8
V;TOM;BKO;34;2023-8
Y;BKO;GAQ;0;2023-8
B;BKO;KYS;6;2023-8
B;KYS;BKO;3;2023-8
C;BKO;KYS;8;2023-8
C;KYS;BKO;1;2023-8
D;BKO;KYS;3;2023-8
L;BKO;KYS;29;2023-8
L;KYS;BKO;19;2023-8
M;BKO;KYS;7;2023-8
M;KYS;BKO;7;2023-8
N;KYS;BKO;5;2023-8
V;BKO;KYS;30;2023-8
V;KYS;BKO;28;2023-8
Y;BKO;KYS;28;2023-8
Y;KYS;BKO;18;2023-8
;BKO;KYS;0;2023-8
M;BKO;TOM;0;2023-8
V;BKO;GAQ;0;2023-8
V;BKO;TOM;0;2023-8
V;TOM;BKO;0;2023-8
B;GAQ;BKO;0;2023-8
C;BKO;TOM;1;2023-8
D;BKO;GAQ;4;2023-8
D;BKO;TOM;1;2023-8
D;GAQ;BKO;1;2023-8
D;GAQ;TOM;4;2023-8
L;BKO;GAQ;10;2023-8
L;BKO;TOM;11;2023-8
L;GAQ;BKO;2;2023-8
L;GAQ;TOM;2;2023-8
L;TOM;BKO;1;2023-8
M;BKO;GAQ;1;2023-8
M;GAQ;TOM;0;2023-8
M;TOM;BKO;1;2023-8
N;BKO;GAQ;1;2023-8
N;GAQ;BKO;4;2023-8
V;BKO;GAQ;25;2023-8
V;BKO;TOM;33;2023-8
V;GAQ;BKO;26;2023-8
V;TOM;BKO;23;2023-8
Y;BKO;TOM;10;2023-8
Y;GAQ;BKO;11;2023-8
;BKO;GAQ;0;2023-8
B;GAQ;BKO;0;2023-8
D;BKO;GAQ;0;2023-8
D;GAQ;BKO;0;2023-8
L;BKO;GAQ;0;2023-8
L;GAQ;BKO;0;2023-8
M;BKO;GAQ;0;2023-8
M;GAQ;BKO;0;2023-8
V;BKO;GAQ;0;2023-8
V;GAQ;BKO;0;2023-8
Y;GAQ;BKO;0;2023-8
B;BKO;GAQ;5;2023-8
B;BKO;KYS;15;2023-8
B;GAQ;BKO;23;2023-8
C;KYS;BKO;2;2023-8
D;BKO;GAQ;1;2023-8
D;BKO;KYS;2;2023-8
D;GAQ;BKO;0;2023-8
D;KYS;BKO;4;2023-8
L;BKO;GAQ;52;2023-8
L;BKO;KYS;43;2023-8
L;GAQ;BKO;24;2023-8
L;KYS;BKO;33;2023-8
M;BKO;GAQ;8;2023-8
M;BKO;KYS;17;2023-8
M;GAQ;BKO;13;2023-8
N;BKO;GAQ;3;2023-8
N;BKO;KYS;6;2023-8
N;KYS;BKO;2;2023-8
V;BKO;GAQ;56;2023-8
V;BKO;KYS;51;2023-8
V;GAQ;BKO;64;2023-8
V;KYS;BKO;72;2023-8
Y;BKO;KYS;10;2023-8
Y;GAQ;BKO;11;2023-8
Y;KYS;BKO;11;2023-8
;BKO;GAQ;0;2023-8
;GAQ;BKO;0;2023-8
;KYS;BKO;0;2023-8
L;BKO;TOM;25;2023-8
L;TOM;BKO;19;2023-8
M;BKO;TOM;2;2023-8
M;TOM;BKO;10;2023-8
N;BKO;TOM;1;2023-8
N;TOM;BKO;1;2023-8
V;BKO;TOM;50;2023-8
V;TOM;BKO;25;2023-8
;BKO;TOM;0;2023-8
B;BKO;GAQ;1;2023-8
D;BKO;GAQ;1;2023-8
D;GAQ;BKO;2;2023-8
L;BKO;GAQ;55;2023-8
L;GAQ;BKO;20;2023-8
M;BKO;GAQ;6;2023-8
M;GAQ;BKO;5;2023-8
N;GAQ;BKO;1;2023-8
V;BKO;GAQ;58;2023-8
V;GAQ;BKO;66;2023-8
Y;GAQ;BKO;8;2023-8
D;BKO;KYS;1;2023-8
D;KYS;BKO;0;2023-8
L;BKO;KYS;35;2023-8
L;KYS;BKO;23;2023-8
M;BKO;KYS;2;2023-8
N;BKO;KYS;2;2023-8
N;KYS;BKO;1;2023-8
V;BKO;KYS;27;2023-8
V;KYS;BKO;33;2023-8
L;BKO;TOM;0;2023-8
L;TOM;BKO;0;2023-8
V;BKO;GAQ;0;2023-8
V;GAQ;BKO;0;2023-8
V;BKO;KYS;0;2023-8
B;BKO;GAQ;17;2023-8
C;BKO;GAQ;2;2023-8
C;GAQ;BKO;2;2023-8
D;BKO;GAQ;4;2023-8
L;BKO;GAQ;35;2023-8
L;GAQ;BKO;11;2023-8
M;BKO;GAQ;11;2023-8
M;GAQ;BKO;2;2023-8
N;BKO;GAQ;5;2023-8
N;GAQ;BKO;2;2023-8
V;BKO;GAQ;70;2023-8
V;GAQ;BKO;82;2023-8
Y;BKO;GAQ;3;2023-8
Y;GAQ;BKO;2;2023-8
;BKO;GAQ;0;2023-8
B;BKO;KYS;4;2023-8
B;KYS;BKO;3;2023-8
C;KYS;BKO;1;2023-8
D;BKO;KYS;2;2023-8
D;KYS;BKO;2;2023-8
L;BKO;KYS;42;2023-8
L;KYS;BKO;25;2023-8
M;BKO;KYS;24;2023-8
M;KYS;BKO;1;2023-8
N;BKO;KYS;2;2023-8
V;BKO;KYS;33;2023-8
V;KYS;BKO;61;2023-8
Y;BKO;KYS;0;2023-8
Y;KYS;BKO;2;2023-8
B;TOM;BKO;8;2023-8
D;TOM;BKO;2;2023-8
L;BKO;TOM;42;2023-8
L;TOM;BKO;14;2023-8
M;BKO;TOM;13;2023-8
M;TOM;BKO;2;2023-8
N;BKO;TOM;1;2023-8
N;TOM;BKO;5;2023-8
V;BKO;TOM;11;2023-8
V;TOM;BKO;10;2023-8
Y;TOM;BKO;17;2023-8
B;BKO;GAQ;18;2023-8
B;GAQ;BKO;6;2023-8
D;BKO;GAQ;1;2023-8
D;GAQ;BKO;4;2023-8
L;BKO;GAQ;12;2023-8
L;GAQ;BKO;13;2023-8
M;BKO;GAQ;5;2023-8
M;GAQ;BKO;3;2023-8
N;BKO;GAQ;1;2023-8
N;GAQ;BKO;1;2023-8
V;BKO;GAQ;35;2023-8
V;GAQ;BKO;37;2023-8
Y;BKO;GAQ;14;2023-8
Y;GAQ;BKO;7;2023-8
;BKO;GAQ;0;2023-8
B;BKO;KYS;8;2023-8
B;KYS;BKO;6;2023-8
D;BKO;KYS;2;2023-8
D;KYS;BKO;1;2023-8
L;BKO;KYS;15;2023-8
L;KYS;BKO;33;2023-8
M;BKO;KYS;6;2023-8
M;KYS;BKO;12;2023-8
N;BKO;KYS;1;2023-8
N;KYS;BKO;1;2023-8
V;BKO;KYS;21;2023-8
V;KYS;BKO;16;2023-8
Y;BKO;KYS;41;2023-8
Y;KYS;BKO;16;2023-8
;KYS;BKO;0;2023-8
D;GAQ;BKO;1;2023-8
L;BKO;GAQ;8;2023-8
L;BKO;TOM;0;2023-8
L;GAQ;BKO;13;2023-8
L;TOM;BKO;0;2023-8
M;BKO;GAQ;6;2023-8
M;GAQ;BKO;7;2023-8
V;BKO;GAQ;32;2023-8
V;BKO;TOM;0;2023-8
V;GAQ;BKO;41;2023-8
V;GAQ;TOM;0;2023-8
V;TOM;BKO;0;2023-8
Y;BKO;GAQ;0;2023-8
Y;GAQ;BKO;4;2023-8
;GAQ;BKO;0;2023-8
V;KYS;BKO;0;2023-9
B;BKO;GAQ;18;2023-9
C;GAQ;BKO;1;2023-9
D;BKO;GAQ;7;2023-9
D;GAQ;BKO;1;2023-9
L;BKO;GAQ;32;2023-9
L;GAQ;BKO;36;2023-9
M;BKO;GAQ;12;2023-9
M;GAQ;BKO;0;2023-9
N;BKO;GAQ;0;2023-9
N;GAQ;BKO;2;2023-9
V;BKO;GAQ;82;2023-9
V;GAQ;BKO;56;2023-9
Y;GAQ;BKO;1;2023-9
;BKO;GAQ;0;2023-9
;GAQ;BKO;0;2023-9
C;KYS;BKO;2;2023-9
D;BKO;KYS;2;2023-9
L;BKO;KYS;63;2023-9
L;KYS;BKO;27;2023-9
M;BKO;KYS;0;2023-9
M;KYS;BKO;4;2023-9
N;BKO;KYS;1;2023-9
N;KYS;BKO;0;2023-9
V;BKO;KYS;46;2023-9
V;KYS;BKO;70;2023-9
Y;BKO;KYS;2;2023-9
B;TOM;BKO;11;2023-9
C;TOM;BKO;1;2023-9
D;BKO;TOM;1;2023-9
L;BKO;TOM;10;2023-9
L;TOM;BKO;15;2023-9
M;BKO;TOM;40;2023-9
M;TOM;BKO;10;2023-9
N;BKO;TOM;2;2023-9
N;TOM;BKO;1;2023-9
V;BKO;TOM;36;2023-9
V;TOM;BKO;31;2023-9
Y;TOM;BKO;1;2023-9
;BKO;TOM;0;2023-9
B;BKO;GAQ;17;2023-9
B;GAQ;BKO;1;2023-9
C;GAQ;BKO;3;2023-9
D;BKO;GAQ;2;2023-9
D;GAQ;BKO;2;2023-9
L;BKO;GAQ;15;2023-9
L;GAQ;BKO;25;2023-9
M;BKO;GAQ;14;2023-9
M;GAQ;BKO;14;2023-9
N;BKO;GAQ;2;2023-9
N;GAQ;BKO;4;2023-9
V;BKO;GAQ;50;2023-9
V;GAQ;BKO;14;2023-9
Y;GAQ;BKO;12;2023-9
;BKO;GAQ;0;2023-9
C;BKO;KYS;1;2023-9
D;BKO;KYS;5;2023-9
L;BKO;KYS;29;2023-9
L;KYS;BKO;23;2023-9
M;BKO;KYS;18;2023-9
N;KYS;BKO;1;2023-9
V;BKO;KYS;46;2023-9
V;KYS;BKO;39;2023-9
Y;BKO;KYS;6;2023-9
;BKO;KYS;0;2023-9
B;GAQ;BKO;17;2023-9
D;BKO;GAQ;2;2023-9
D;GAQ;BKO;1;2023-9
D;TOM;BKO;0;2023-9
L;BKO;GAQ;11;2023-9
L;GAQ;BKO;14;2023-9
L;TOM;BKO;0;2023-9
M;BKO;GAQ;11;2023-9
M;GAQ;BKO;27;2023-9
V;BKO;GAQ;40;2023-9
V;BKO;TOM;0;2023-9
V;GAQ;BKO;33;2023-9
V;TOM;BKO;0;2023-9
Y;GAQ;BKO;1;2023-9
;BKO;TOM;0;2023-9
B;BKO;GAQ;0;2023-9
B;GAQ;BKO;1;2023-9
C;BKO;GAQ;0;2023-9
C;GAQ;BKO;0;2023-9
D;BKO;GAQ;0;2023-9
L;BKO;GAQ;0;2023-9
L;GAQ;BKO;0;2023-9
M;BKO;GAQ;0;2023-9
M;GAQ;BKO;0;2023-9
V;BKO;GAQ;0;2023-9
V;GAQ;BKO;0;2023-9
Y;BKO;GAQ;0;2023-9
Y;GAQ;BKO;0;2023-9
B;BKO;KYS;21;2023-9
B;KYS;BKO;8;2023-9
C;BKO;KYS;1;2023-9
C;KYS;BKO;1;2023-9
D;BKO;KYS;1;2023-9
D;KYS;BKO;4;2023-9
L;BKO;KYS;30;2023-9
L;KYS;BKO;33;2023-9
M;BKO;KYS;9;2023-9
M;KYS;BKO;18;2023-9
N;KYS;BKO;2;2023-9
V;BKO;KYS;58;2023-9
V;KYS;BKO;53;2023-9
Y;BKO;KYS;2;2023-9
B;BKO;TOM;0;2023-9
B;TOM;BKO;0;2023-9
C;BKO;TOM;0;2023-9
D;BKO;TOM;0;2023-9
D;TOM;BKO;0;2023-9
L;BKO;TOM;2;2023-9
L;TOM;BKO;1;2023-9
M;BKO;TOM;0;2023-9
M;TOM;BKO;0;2023-9
N;BKO;TOM;1;2023-9
N;TOM;BKO;1;2023-9
V;BKO;TOM;0;2023-9
V;TOM;BKO;4;2023-9
Y;BKO;TOM;0;2023-9
Y;TOM;BKO;0;2023-9
;BKO;TOM;0;2023-9
B;BKO;GAQ;0;2023-9
B;GAQ;BKO;0;2023-9
C;GAQ;BKO;0;2023-9
D;BKO;GAQ;0;2023-9
L;BKO;GAQ;0;2023-9
L;GAQ;BKO;0;2023-9
M;BKO;GAQ;0;2023-9
M;GAQ;BKO;0;2023-9
V;BKO;GAQ;0;2023-9
V;GAQ;BKO;0;2023-9
Y;GAQ;BKO;0;2023-9
;GAQ;BKO;0;2023-9
C;KYS;BKO;2;2023-9
D;BKO;KYS;2;2023-9
D;KYS;BKO;1;2023-9
L;BKO;KYS;38;2023-9
L;KYS;BKO;34;2023-9
M;KYS;BKO;1;2023-9
N;BKO;KYS;1;2023-9
N;KYS;BKO;1;2023-9
V;BKO;KYS;36;2023-9
V;KYS;BKO;48;2023-9
Y;KYS;BKO;1;2023-9
B;GAQ;BKO;0;2023-9
D;GAQ;BKO;0;2023-9
L;BKO;GAQ;0;2023-9
L;BKO;TOM;0;2023-9
L;GAQ;BKO;0;2023-9
L;TOM;BKO;0;2023-9
M;BKO;GAQ;0;2023-9
M;GAQ;BKO;0;2023-9
N;TOM;BKO;0;2023-9
V;BKO;GAQ;0;2023-9
V;BKO;TOM;0;2023-9
V;GAQ;BKO;0;2023-9
B;GAQ;BKO;0;2023-9
L;BKO;GAQ;0;2023-9
L;GAQ;BKO;0;2023-9
M;GAQ;BKO;0;2023-9
V;BKO;GAQ;0;2023-9
V;GAQ;BKO;0;2023-9
Y;GAQ;BKO;0;2023-9
;GAQ;BKO;0;2023-9
B;BKO;KYS;31;2023-9
B;KYS;BKO;37;2023-9
C;BKO;KYS;1;2023-9
C;KYS;BKO;3;2023-9
D;BKO;KYS;3;2023-9
D;KYS;BKO;5;2023-9
L;BKO;KYS;11;2023-9
L;KYS;BKO;30;2023-9
M;BKO;KYS;17;2023-9
M;KYS;BKO;9;2023-9
N;BKO;KYS;2;2023-9
N;KYS;BKO;3;2023-9
V;BKO;KYS;30;2023-9
V;KYS;BKO;15;2023-9
Y;BKO;KYS;7;2023-9
Y;KYS;BKO;2;2023-9
;BKO;KYS;0;2023-9
B;TOM;BKO;0;2023-9
D;TOM;BKO;0;2023-9
L;BKO;TOM;0;2023-9
L;TOM;BKO;0;2023-9
M;BKO;TOM;0;2023-9
M;TOM;BKO;0;2023-9
N;BKO;TOM;1;2023-9
N;TOM;BKO;1;2023-9
V;BKO;TOM;1;2023-9
V;TOM;BKO;0;2023-9
B;GAQ;BKO;0;2023-9
D;GAQ;BKO;0;2023-9
L;GAQ;BKO;0;2023-9
M;GAQ;BKO;0;2023-9
V;BKO;GAQ;0;2023-9
V;GAQ;BKO;0;2023-9
Y;GAQ;BKO;0;2023-9
;BKO;GAQ;0;2023-9
B;KYS;BKO;19;2023-9
C;BKO;KYS;4;2023-9
C;KYS;BKO;3;2023-9
D;BKO;KYS;3;2023-9
D;KYS;BKO;4;2023-9
L;BKO;KYS;44;2023-9
L;KYS;BKO;23;2023-9
M;BKO;KYS;19;2023-9
M;KYS;BKO;21;2023-9
V;BKO;KYS;37;2023-9
V;KYS;BKO;33;2023-9
Y;BKO;KYS;2;2023-9
L;BKO;GAQ;1;2023-9
L;GAQ;BKO;0;2023-9
M;GAQ;BKO;0;2023-9
V;BKO;GAQ;0;2023-9
V;GAQ;BKO;0;2023-9
V;TOM;BKO;0;2023-9
;BKO;GAQ;0;2023-9
C;BKO;GAQ;0;2023-9
L;BKO;GAQ;0;2023-9
L;GAQ;BKO;0;2023-9
M;GAQ;BKO;0;2023-9
V;BKO;GAQ;0;2023-9
V;GAQ;BKO;0;2023-9
;BKO;GAQ;0;2023-9
;GAQ;BKO;0;2023-9
B;BKO;KYS;31;2023-9
B;KYS;BKO;22;2023-9
C;BKO;KYS;7;2023-9
C;KYS;BKO;2;2023-9
D;BKO;KYS;5;2023-9
